date	LDAv	TOT
20111230	0.0668289786321107	0.0763028475047282
20111231	0.06354897139254342	0.03180475764167067
20120101	0.007837548556973372	0.01849328113096799
20120102	0.05685005393974876	0.11073424624516051
20120103	0.1546711480100499	0.10071519288111508
20120104	0.13922052590383618	0.18548367509675426
20120105	0.07296048035466168	0.11849372928714975
20120106	0.06242866841285943	0.12225490652480295
20120107	0.043912055321042254	0.03273115773115773
20120108	0.006782894707230871	0.026231405585913782
20120109	0.22183109454460184	0.21294289298806035
20120110	0.10074567805430573	0.1129999820634818
20120111	0.06331586284571014	0.14967921012755858
20120112	0.09485166229854111	0.12708226813366938
20120113	0.08439262685316212	0.2056566686190496
20120114	0.007795305974668643	0.015627906976744186
20120115	0.008216327863836321	0.02399780550056055
20120116	0.04847927709916794	0.08048135255957808
20120117	0.09713844122949812	0.180102779423847
20120118	0.05277729281731207	0.1392329586740906
20120119	0.5938315792844209	0.23439956182870406
20120120	0.039783465793765925	0.09813895326867521
20120121	0.009205669381349191	0.03295582083460871
20120122	0.024713692207685708	0.01897750050631905
20120123	0.07382123110527489	0.11736885716345338
20120124	0.25621864772652225	0.15971753131624825
20120125	0.2119804765733539	0.138159624632926
20120126	0.38891719782982814	0.15866977858960535
20120127	0.03737552301135623	0.09166453802893271
20120128	0.034248788037850204	0.04068457624825096
20120129	0.020396490761721817	0.02627806102400066
20120130	0.03386689217471811	0.08665133144936689
20120131	0.18193195787599523	0.10772458267532861
20120201	0.12977922474574238	0.1917514960290064
20120202	0.31276970960504813	0.08955797840051138
20120203	0.09361951402463181	0.08948752389595752
20120204	0.022526221470407847	0.023689233788243693
20120205	0.04169015508527429	0.027512328587261683
20120206	0.049047841443021024	0.08766868965044033
20120207	0.09957728763743916	0.10831788773931852
20120208	0.195588709858742	0.15158190890086032
20120209	0.08000082589141516	0.11781427966799692
20120210	0.03216652954387061	0.061419250204439925
20120211	0.014632734331657984	0.027146464646464644
20120212	0.011257440648864938	0.023331058077999123
20120213	0.06462596804074201	0.07890885535062675
20120214	0.49980839419585704	0.11806627547224322
20120215	0.0931176442075102	0.11997785747345319
20120216	0.0851407915378296	0.15349173480210135
20120217	0.2343073799058868	0.08831862234286188
20120218	0.013850073590658707	0.01734970726831358
20120219	0.015660196032819894	0.013891248937977909
20120220	0.028979294554604802	0.07753100316997635
20120221	0.1201369510441084	0.1364970438488604
20120222	0.05252498964476579	0.11308675457311897
20120223	0.2756004816363339	0.14119233955014587
20120224	0.05025797768016605	0.07806151523421923
20120225	0.0577199754767521	0.036493344627100785
20120226	0.26953426333945124	0.07986286285367623
20120227	0.2131480786164127	0.16738084870129744
20120228	0.06989148702803927	0.10249704327694743
20120229	0.11504007001456272	0.14481328000218135
20120301	0.05418098776306302	0.13450053002142698
20120302	0.3470223538439605	0.1294654082796395
20120303	0.014184277251077682	0.02730889799855317
20120304	0.018702898315206898	0.03196782480858923
20120305	0.08492130190548154	0.10251131045421706
20120306	0.3621169209443246	0.12489746044357239
20120307	0.3418638947012647	0.13043872879560175
20120308	0.32277019666071627	0.20929039878341762
20120309	0.03726620376890519	0.07614995305657402
20120310	0.021926983772760266	0.029046336844596992
20120311	0.012105835265932695	0.03520081876834171
20120312	0.04036448926684087	0.11462905692618032
20120313	0.04537189713492738	0.094880239139271
20120314	0.11121195053885055	0.09848241189854628
20120315	0.05481078572424552	0.1377656544302726
20120316	0.0778269821687763	0.10999590456800486
20120317	0.011835936510568044	0.03470655064902828
20120318	0.006554462864228413	0.014288559195459525
20120319	0.6482822610555325	0.19650979032986185
20120320	0.06950586793436428	0.10859105192650498
20120321	0.08778484363072432	0.1769510243525055
20120322	0.05715537847011151	0.12135481041607993
20120323	0.03314605852546732	0.08819950606003737
20120324	0.08597537868959092	0.032939518835277154
20120325	0.02124984069148591	0.03513101336630748
20120326	0.08308705392340944	0.08582966619025106
20120327	0.05394044653597678	0.11117754601592691
20120328	0.03815054266358929	0.09197009675792847
20120329	0.27549618926096553	0.176989876328069
20120330	0.05718037252215949	0.06007336414194292
20120331	0.010223184516929107	0.029546852447901922
20120401	0.034797256555781954	0.05433502877885526
20120402	0.058103896711552715	0.15286850226960655
20120403	0.06511590686894278	0.1568659099771531
20120404	0.1262853471498147	0.14529394263749032
20120405	0.0815831991309534	0.15328981523845608
20120406	0.13010421883069834	0.18266003037513348
20120407	0.0054446010389594965	0.016059757236227826
20120408	0.006227698431784964	0.018207488311396312
20120409	0.05535378484361103	0.11988893609441108
20120410	0.07359104452967744	0.14263102943249883
20120411	0.11110993200769954	0.2045577224142751
20120412	0.05080929561444807	0.10054979362327926
20120413	0.070751612020106	0.10255501622911199
20120414	0.016475514640095338	0.05188453202944525
20120415	0.021039154375733185	0.037482382063864325
20120416	0.09697145838735059	0.11314670432012934
20120417	0.29675143949055044	0.2072718500264204
20120418	0.08846372053822378	0.15381995638626458
20120419	0.10399763502431407	0.11447570545659003
20120420	0.055630141560118	0.11996890207993736
20120421	0.029584462465308395	0.05813794049088167
20120422	0.07841305308307388	0.0603066578885728
20120423	0.09428580679086612	0.1756388998126342
20120424	0.39639067910481873	0.5486930674378661
20120425	0.10622691091116945	0.1890112583579896
20120426	0.2343193541578575	0.23954715361643034
20120427	0.13178406252544675	0.3782336147022108
20120428	0.08452653419512333	0.07175565878525322
20120429	0.2537209368743773	0.2446888931963559
20120430	0.0422341020109978	0.10809758717812533
20120501	0.08703595036878087	0.19509154702730028
20120502	0.16869259799407776	0.33346557546002986
20120503	0.09846493321028013	0.1707821210397546
20120504	0.08628512519046805	0.09677786490315261
20120505	0.01568797173177433	0.03762657166426441
20120506	0.032973248456248085	0.04469657099039634
20120507	0.08552838800899	0.2794728579865163
20120508	0.16276288063169403	0.23145998517606312
20120509	0.08456647972322963	0.1979548884553238
20120510	0.07512667771442406	0.15256984826320463
20120511	0.19200535903899707	0.34331356978301314
20120512	0.007797729121195867	0.1840444305524353
20120513	0.016896912919191247	0.05198626138803761
20120514	0.27618417019784886	0.4806462922636028
20120515	0.19372867341741376	0.22144071985217753
20120516	0.045619064607290365	0.18865619262076372
20120517	0.06620323669051578	0.2577835668094478
20120518	0.034333531028430835	0.09722404425233526
20120519	0.03459432835452854	0.08717211013348937
20120520	0.028602733032111277	0.05311704723469429
20120521	0.13429851996104947	0.18271264630887457
20120522	0.08461454404749091	0.19241772034505372
20120523	0.09584240597505639	0.13334166163730687
20120524	0.09503737746587619	0.21159971120425297
20120525	0.2872178640213977	0.3000591263980559
20120526	0.006113850331479413	0.02197802197802198
20120527	0.04979958637541608	0.03915819599415351
20120528	0.10950514267104827	0.15082704101622363
20120529	0.32701362256772526	0.42305532439733584
20120530	0.3931598302817317	0.43950793462391546
20120531	0.07433170860198651	0.4224735823563467
20120601	0.04277972869589406	0.24856500847137306
20120602	0.01205921880128563	0.0473707540126913
20120603	0.012375928546273758	0.04757043184681494
20120604	0.0910950485081374	0.19200535856575243
20120605	0.06154304903668297	0.1677016064162765
20120606	0.04241193072534619	0.11287967609744916
20120607	0.07829533006302476	0.28551129955894616
20120608	0.05746842745036906	0.09598976980894372
20120609	0.023081971997894943	0.11633878127522196
20120610	0.020162311794459736	0.6997416016223273
20120611	0.30501768020235703	0.9485883998612208
20120612	0.13945613970699927	0.5362142655939139
20120613	0.05600815057224258	0.340983553853998
20120614	0.10294534111143804	0.24051442828422573
20120615	0.1072756749745348	0.16025683937167928
20120616	0.07721190499649769	0.3969200501427676
20120617	0.014912569136029527	0.05641105623371073
20120618	0.04761545434147198	0.905802387409187
20120619	0.07467565064924846	0.20134778011823162
20120620	0.14243255264726096	0.3527325527454917
20120621	0.05435155834705199	0.23340149238874525
20120622	0.04337505993788915	0.09722045610508044
20120623	0.07582582054469447	0.12918634949692614
20120624	0.01373251936383188	0.03598083873313231
20120625	0.09380062090462354	0.1649188263882191
20120626	0.05466211404233043	0.22636211677563764
20120627	0.07198835492043414	0.3442610219789253
20120628	0.17551390216583315	0.41269390716707693
20120629	0.042777281427671184	0.13298982298483794
20120630	0.01888928986087242	0.043612596553773024
20120701	0.02257471001941853	0.15512843203190446
20120702	0.0804649322350937	0.40268180446039925
20120703	0.19800682910288145	0.4895787048521848
20120704	0.04279011323399823	0.05725885216024956
20120705	0.05390240696634371	0.189580231447705
20120706	0.11135684822435304	0.22990763927809377
20120707	0.011680064428890831	0.11207754234070023
20120708	0.013564514852439539	0.057984875458738386
20120709	0.07592485826480695	0.16896717656541654
20120710	0.09488601615250933	0.1637580259162572
20120711	0.0486161220466337	0.22275230525492867
20120712	0.07841385685713477	0.18732824013753938
20120713	0.06384157890640858	0.08382873788843549
20120714	0.013721190970194988	0.060892799975800785
20120715	0.0181488488129111	0.21001182276519723
20120716	0.23340104638235143	0.4032379696358115
20120717	0.1381806051047164	0.2172677267546913
20120718	0.07860913354374229	0.27546380561347017
20120719	0.10006657287322138	0.3595659479715806
20120720	0.08684975812894047	0.1736689047740298
20120721	0.03775832550153177	0.07804345225728873
20120722	0.024048636991337847	0.06950291088222123
20120723	0.052002214521326424	0.20740494178769547
20120724	0.43672979093836906	1.362135844240808
20120725	0.06422064890289288	0.6736681891516035
20120726	0.08797485462083518	0.3055023009141866
20120727	0.13314399782850211	0.22892805195524074
20120728	0.05376275761558353	0.13208282270014818
20120729	0.005848986499167577	0.013788316061043334
20120730	0.22650549148550714	0.2322155302006167
20120731	0.09607849777688798	0.37154186242776566
20120801	0.09349811437904447	0.3312290618698331
20120802	0.18558502380100714	0.18117458269877001
20120803	0.06265053560885922	0.1550751087693386
20120804	0.01821765532985093	0.13441926494835044
20120805	0.05487332639587303	0.0450551507670639
20120806	0.3595075355236379	0.22147427004126968
20120807	0.10884775081130946	0.20565083382107396
