date	Latent Dirichlet Allocation	Topic Over Time	Concept Over Time
20111120	0.03382034632034632	0.040313852813852816	0.01923580837761958
20111121	0.1798229658927277	0.14220460699996723	0.2903460817625752
20111122	0.13312976327919043	0.10922774696347981	0.14802993460473235
20111123	0.23587470135022587	0.1443620999754434	0.30706319956323846
20111124	0.031585149926849077	0.029892682207220522	0.028356275811479266
20111125	0.13814907292942316	0.042096478156228745	0.041557267285778056
20111126	0.006790878754171301	0.0054115684093437155	0.009335155556983193
20111127	0.021326238622262524	0.019289578744462115	0.01731746688651221
20111128	0.23957392083411322	0.15368364302806564	0.17310771217002224
20111129	0.19169764770951195	0.08282117031175446	0.17709566249848582
20111130	0.16127797673350144	0.12359690641223733	0.09862652763551864
20111201	0.12117094789026382	0.07226872133098744	0.11225648018858274
20111202	0.41294553608901313	0.20866156334809793	0.3646453941950779
20111203	0.03664423577173366	0.03561224402766761	0.038162288223166724
20111204	0.20385085457649849	0.03692203624991589	0.1743852712595072
20111205	0.3174547691913053	0.13628744127394066	0.48545463922604276
20111206	0.20595827823211185	0.10759899094891265	0.22075557052590175
20111207	0.17023648239522174	0.10295247138759368	0.15558730468891865
20111208	0.17598791837224784	0.13109162635408034	0.1949713991554554
20111209	0.25254209948361345	0.1238412713562228	0.19537644745068508
20111210	0.16709922075218878	0.04093652837945075	0.11923633537674785
20111211	0.021624140104694822	0.012278345712171457	0.022214462947365385
20111212	0.19276492258498848	0.16532840464395573	0.13278807437566845
20111213	0.264330766192888	0.16641035767720844	0.3108640237506432
20111214	0.31808353410819096	0.10197652296021588	0.3397849565747006
20111215	0.2619188097164946	0.17755047382891184	0.18012380262021305
20111216	0.21788533477308525	0.25872750667447764	0.16579435955864075
20111217	0.08577278258387541	0.028791067761020056	0.02413969434683119
20111218	0.07844812231564204	0.01733140579058938	0.07797452041844624
20111219	0.10126086122567482	0.07235555450745962	0.13563335400274984
20111220	0.23880968753292514	0.10485961309596463	0.19282840790610717
20111221	0.19452090702710506	0.10512686007050683	0.3318468959527976
20111222	0.2505301306569469	0.06526351565789759	0.16376292588628366
20111223	0.12746337236181168	0.055924216123906904	0.057975940900313605
20111224	0.1028564836018931	0.03082694896670414	0.01886831664588564
20111225	0.011825236167341432	0.00831646423751687	0.011599182358294557
20111226	0.09131213883777507	0.03621833111929544	0.06754548942758501
20111227	0.06159213827088277	0.03520976887319488	0.07577557634026091
20111228	0.11918153470405553	0.0790191496607838	0.12925751663683155
20111229	0.09194250748992736	0.049399202285824576	0.05323901247217484
20111230	0.06094002933601677	0.061428429824417256	0.05669751120480093
20111231	0.13538423297046306	0.03755595353793431	0.0514474258324671
20120101	0.03174641504574011	0.010577778314397369	0.018967643518862168
20120102	0.2231924304394075	0.057725415517097936	0.08082273704941394
20120103	0.14786996873350922	0.06340127427771625	0.19077522314301804
20120104	0.263583668483679	0.18616317249161274	0.08765290882106268
20120105	0.14752998721995148	0.06862257827572392	0.09913741819987702
20120106	0.10008095692842844	0.0622518358903522	0.08611690095444471
20120107	0.12513787052704142	0.039164629942971735	0.07317213312304004
20120108	0.05431743226894359	0.019216386200798817	0.027490209681877827
20120109	0.40346632858701903	0.25350201273838013	0.2278506095379098
20120110	0.1923819554113914	0.061031105522396406	0.15357295719596917
20120111	0.2993832353529172	0.1320544278168154	0.10377840209796774
20120112	0.17590155880379826	0.07476239761399027	0.08181460591531775
20120113	0.2886061419016907	0.07780617233051092	0.1252364508495648
20120114	0.00872914334452796	0.010701529932299163	0.012302171700626498
20120115	0.00894172483808338	0.00894172483808338	0.014822066478892733
20120116	0.07660797965000964	0.049730466729941074	0.06407908965456593
20120117	0.18069617825052195	0.08238992978206101	0.09857686570638975
20120118	0.11764264637140968	0.10261192216417148	0.11235054488997492
20120119	0.9237799782839089	0.20592667035027062	0.1942143407713537
20120120	0.13727935246152373	0.07563961258770595	0.07042245977816637
20120121	0.018143143143143144	0.011386386386386387	0.03247266338190287
20120122	0.021426069933647145	0.007799485507139449	0.012460788625605304
20120123	0.09108281334542728	0.0659228391940361	0.1062310779860016
20120124	0.37272521913815404	0.09819526685420951	0.1413650608292633
20120125	0.23128941096655006	0.07017742499961585	0.07617047623073764
20120126	0.22015652783712553	0.08305147004202741	0.1008572646965353
20120127	0.08292806874465779	0.05333145222194943	0.06463369448824373
20120128	0.02810312000739201	0.02293634087562261	0.035626525145749974
20120129	0.02596136806876739	0.009323843562859481	0.015234099826261439
20120130	0.12962101134332996	0.05494793163830241	0.0659259503829281
20120131	0.14397648314467285	0.08581578862563347	0.08787472177132047
20120201	0.29564253843061483	0.08915434660491926	0.19063739997698892
20120202	0.22761273377143584	0.05213730331618148	0.08539434244973251
20120203	0.08754632546226084	0.051192806806890805	0.06271938816013639
20120204	0.04453946896141017	0.012910409355306088	0.034051276677600585
20120205	0.031693721402714474	0.015407698987250263	0.02013757787148051
20120206	0.09198916050117714	0.052630166065880016	0.0681670144142265
20120207	0.12957983278602503	0.06074033344991696	0.08747907249766852
20120208	0.2526322568538463	0.08234662485674007	0.12223678662913001
20120209	0.2510289818409518	0.06611153999578921	0.10740903056745392
20120210	0.07235845577303103	0.03325079156794724	0.048947946263562025
20120211	0.02008569569614803	0.015680409352535694	0.022927682599944314
20120212	0.01939976230048205	0.010884715273463774	0.01895878423500849
20120213	0.08190284270136529	0.04368110239233847	0.05660902666127188
20120214	0.6072084846146021	0.06308718678689618	0.0995306449897728
20120215	0.23562950242660588	0.0585453366614065	0.08225880408443358
20120216	0.14719035570976782	0.07902116135008094	0.11026433978983344
20120217	0.20812108332151275	0.0744094959540212	0.09297860771859302
20120218	0.10199053236070155	0.009991463603911222	0.013774420844720903
20120219	0.017126856542187346	0.006651382381992334	0.010714868195563663
20120220	0.07273313433652219	0.04253067506333925	0.0479911104298635
20120221	0.2731803640201478	0.05671865121145683	0.11151780380128948
20120222	0.1396808071385871	0.0593698970432398	0.08118111947033982
20120223	0.295033290450465	0.08421894091582681	0.13545000307512964
20120224	0.1707374298976427	0.06227568471710901	0.05332137426477955
20120225	0.04001428960626408	0.018156366108996323	0.028449102132042686
20120226	0.3216012006698727	0.018741768221788288	0.06301101606336716
20120227	0.5096015817904026	0.21611889604974216	0.13229393482196403
20120228	0.11264457496252911	0.055578597058515734	0.08468075194471443
20120229	0.15365929035237003	0.06522380063547306	0.12987949315578637
20120301	0.0928732496858297	0.0644708931464254	0.08588719302588008
20120302	0.4489098174071754	0.16798876995347498	0.1840243848347129
20120303	0.025203443987974375	0.012857764975628697	0.025862312926468185
20120304	0.02464609782708979	0.020983094164086127	0.026632911149662486
20120305	0.19442046228706591	0.07589800267734646	0.08090869111047844
20120306	0.4947489364940723	0.15850734527728674	0.3106315317755805
20120307	1.17629314512357	0.14146956063155555	0.10022401466287675
20120308	0.5795167319868203	0.10642840692645163	0.17641223062136185
20120309	0.07205654885271776	0.04672689169616058	0.07970264404306636
20120310	0.03152202752646704	0.016656390019320098	0.02604598263638145
20120311	0.05615828670008203	0.01699113469076345	0.02040516773483724
20120312	0.1247334351368992	0.050942034226478534	0.06852726661945305
20120313	0.11945559189590307	0.05506337845266109	0.048530309774120005
20120314	0.17213828228149508	0.08466689753373187	0.09244471116114712
20120315	0.1245905249883681	0.06790138535900059	0.08571817697147785
20120316	0.1588600576586362	0.047107543854424117	0.07416133335963052
20120317	0.017889611325413484	0.02037717351446821	0.02294028669450822
20120318	0.011564241455905849	0.008953275398464597	0.010580988775115926
20120319	0.7280962990339054	0.1858640517266766	0.1976373840409626
20120320	0.3068058497316924	0.05325532346392333	0.08137422320921092
20120321	0.1553549112827098	0.09534543588494752	0.11742089447038961
20120322	0.10623162497342395	0.05436088386896058	0.08078268917884303
20120323	0.1473900527509819	0.04540701143909167	0.05936389318437832
20120324	0.0880745056330338	0.027415158200776744	0.0330436965705043
20120325	0.022539902986911633	0.023137382050849063	0.058253412545291504
20120326	0.1463558743383163	0.05956100405793643	0.129712990126278
20120327	0.13335120169562004	0.07604520611034685	0.08342552518961699
20120328	0.13440551544013213	0.05015768603761239	0.07994529262331199
20120329	0.33546600672514454	0.0710928073931054	0.22345792256045957
20120330	0.07518345501204775	0.03228594669992827	0.05594165266576018
20120331	0.0758500165634317	0.04083760961554088	0.01605193737363699
20120401	0.05590072122087367	0.0403154156951788	0.0473891149246045
20120402	0.17146528518078397	0.07533290632144951	0.11672173303113847
20120403	0.11809898308236155	0.061193150849858116	0.13303351440866448
20120404	0.16792156600168517	0.1032469194239347	0.20299707148114124
20120405	0.13106108242280254	0.08083419316791605	0.11199536057776119
20120406	0.23327997378547183	0.08152667781141856	0.210175292813844
20120407	0.004708279708279708	0.004708279708279708	0.013055013054880637
20120408	0.03934151922674176	0.011668974558279713	0.016259485611200414
20120409	0.10003104452151125	0.07561369419390883	0.09135679319000736
20120410	0.10526399889617097	0.09947483834799077	0.12677430330035566
20120411	0.16250051566688156	0.06596036600621899	0.1826210100639803
20120412	0.08184539876485761	0.08497525613830348	0.10747106040287481
20120413	0.1693205292866774	0.05480305823453033	0.13676735957865396
20120414	0.021791997512864505	0.021269851395198942	0.025524830960082102
20120415	0.021865689797052598	0.041614219321885845	0.022536547197490837
20120416	0.14341554641670498	0.08584786080634763	0.11516813536787494
20120417	0.20852316902301016	0.12339973382468039	0.23667191445984392
20120418	0.0998598391652254	0.10344577373329436	0.10211184152868878
20120419	0.10874705308504022	0.07751769442542515	0.15230339560404743
20120420	0.12972782183361564	0.05683428452896587	0.10772790184172079
20120421	0.034826658419091605	0.05957114771807917	0.06143725515951032
20120422	0.08990720217767978	0.03425929440593326	0.13117707788284078
20120423	0.20425837223630697	0.1270179192073832	0.3250646445250576
20120424	0.5412749775159217	0.3407704168691578	0.5976957228322785
20120425	0.19875308605902584	0.10068868442122163	0.23335908087199997
20120426	0.20493650828963272	0.1995573852856491	0.21452639581834584
20120427	0.2977321907241063	0.24913198788370503	0.1859526826779896
20120428	0.025155494720712115	0.033838090359829494	0.01800201419091443
20120429	0.2756681979193365	0.1941940550593771	0.3304352408267554
20120430	0.10042519322891617	0.05032719137082245	0.08861247156755478
20120501	0.12875388216601488	0.13249310831033498	0.14748038538637456
20120502	0.23270935933290107	0.2779330582698654	0.3479651951638609
20120503	0.16177080696453833	0.11828664818981793	0.15558115539596568
20120504	0.04629624297928524	0.06153657181488179	0.1164991648686269
20120505	0.047239195984627176	0.019568239228912942	0.030181026419923304
20120506	0.02516294939083859	0.03121434480393613	0.057089707169626726
20120507	0.21716224537402645	0.2030734271084088	0.16220346680442016
20120508	0.1681274766661669	0.20617325152388327	0.21946104774867808
20120509	0.18000278225658528	0.11478930795337514	0.1592060096596451
20120510	0.15271700471986335	0.1508539931158571	0.14418792110614403
20120511	0.38997330972547384	0.3945723329990864	0.19344300388930152
20120512	0.03065927767890978	0.03449022278106073	0.05057208084429176
20120513	0.030959267079604856	0.041265701705212966	0.028810919061196635
20120514	0.30328535668403034	0.2716904705350896	0.17466058640842136
20120515	0.18230411235987054	0.1657300901175575	0.22129427023303905
20120516	0.19069898612663375	0.17025153505431756	0.2402644358130911
20120517	0.11928601999147137	0.1397251520905197	0.2759822408622541
20120518	0.06057913516251635	0.09957127620818335	0.06317167148345318
20120519	0.0780150776568805	0.050434266009908094	0.12179283643578152
20120520	0.03867797883707852	0.0625985251841664	0.04807432934447798
20120521	0.10315561480919476	0.1925946720243315	0.2246253411883393
20120522	0.16008060879631117	0.16708266224345275	0.19215830422141852
20120523	0.1391654974408958	0.13722290566534043	0.13857088082089047
20120524	0.20040576505086438	0.1789442654672703	0.17366808583619536
20120525	0.16191639093311386	0.2762347186472342	0.1637067708420676
20120526	0.036585365853658534	0.012195121951219513	0.02633592644394079
20120527	0.022800434827097756	0.022800434827097756	0.03234828818251822
20120528	0.13194725614911249	0.13054265266403486	0.0647024947781409
20120529	0.3713227766648578	0.5505054481713548	0.27845356713464153
20120530	0.3117765213830184	0.4476708978502907	0.26339395799691145
20120531	0.2816760801307017	0.4168196103199532	0.4709776249830227
20120601	0.19276835314479027	0.28387397629221495	0.0641722809537154
20120602	0.03844982377289815	0.03034811481903399	0.05623613328199714
20120603	0.0345552961464967	0.026889027727540107	0.030400896010373935
20120604	0.1586446063613824	0.12802192568867216	0.16352634216519404
20120605	0.1067210323642915	0.15715797488151337	0.4154663456462695
20120606	0.07091761540762331	0.07520401641344379	0.1155310159564558
20120607	0.20428065926930386	0.3310681284333602	0.18349258261093535
20120608	0.09888795340300714	0.1567200691212255	0.10037872588892666
20120609	0.061237373737373736	0.1558080808080808	0.031735499779353284
20120610	0.3989139252020725	0.5702688058765694	0.16533817208498028
20120611	0.6175284862045837	0.7853705653793953	0.42918895814010916
20120612	0.39031570869270993	0.4960037635765488	0.2564019779193552
20120613	0.13103422835410022	0.19573613008605587	0.08835597817891469
20120614	0.16730624541809266	0.20987686944004777	0.24625070814971795
20120615	0.13420772645620285	0.14443092650799	0.12842989140399572
20120616	0.1738653494866757	0.2581089574697643	0.016805440347936854
20120617	0.021735860116105128	0.036114038571953486	0.035156486798254505
20120618	0.31488101006702446	0.3934962349175563	0.3260122519461243
20120619	0.22598798092511846	0.205068865421625	0.21805440028161463
20120620	0.20392732020441545	0.27840539350145205	0.30503320613348595
20120621	0.1790154125920457	0.25245391091390007	0.31918335886336446
20120622	0.14047283930255797	0.08612143749320564	0.07738576861246482
20120623	0.1179409512877571	0.08878554857424625	0.1384686636081711
20120624	0.028902150639694917	0.02076671967614335	0.021165086317675545
20120625	0.1261611247757892	0.13961364108698784	0.18239185925795875
20120626	0.15083970726113827	0.21969764638355	0.22767135172612885
20120627	0.17288381017238047	0.3615481100641985	0.24590498503673572
20120628	0.30205508878917997	0.41350701195723194	0.264485256451988
20120629	0.09805637661386638	0.06266163616234705	0.15988519570367216
20120630	0.02739478739227601	0.06355082180415723	0.041997340768133475
20120701	0.01837275566193913	0.027092248931203062	0.03222964712340116
20120702	0.22116737511007267	0.2328076128471315	0.22307963429697863
20120703	0.17474798595563767	0.23212726393813476	0.24113474141539215
20120704	0.05571199738094403	0.08545055947244731	0.04866055309602279
20120705	0.17357054241079695	0.1966758301302955	0.17579046785897995
20120706	0.16308722616297905	0.3283269831131221	0.0821255245666784
20120707	0.08293674357211886	0.0836147435435715	0.13580933180780402
20120708	0.02060741525798656	0.039951614615797534	0.03514810668581035
20120709	0.1570976518863484	0.08738559103273148	0.10170879681384537
20120710	0.08401108790611717	0.1279137827906593	0.08605368501994409
20120711	0.15300097583050926	0.2181435832593875	0.10233468053365898
20120712	0.14203712934155874	0.15149112704165918	0.14677387736844594
20120713	0.07491376235371296	0.07994986898003519	0.08157491445920725
20120714	0.045331595499926124	0.09971258909034623	0.029248904172779845
20120715	0.10431025514233114	0.22726855947322797	0.04787499111435987
20120716	0.26076357522596333	0.2668106776245224	0.41082182873174067
20120717	0.16681244749249663	0.2625077305586296	0.2951720782818677
20120718	0.17519992781554497	0.24168297078910744	0.24893736745582087
20120719	0.34900451740373284	0.40925693567286614	0.5303368664653348
20120720	0.14498117116266196	0.1435842712096075	0.12816234574108304
20120721	0.05670411823034497	0.05108614070225508	0.04141104101547597
20120722	0.036036681569610145	0.07146036282662473	0.0429849208867697
20120723	0.12277780788286331	0.21731833448607657	0.20473866954924413
20120724	0.9612167299532005	1.063320949263855	1.2189901610641407
20120725	0.3799048019473814	0.5362555362578143	0.16157167895736094
20120726	0.21908623394775192	0.24362209520357664	0.2962302419292319
20120727	0.16512089889652593	0.22007571739831858	0.21512512640318213
20120728	0.08375283944787365	0.08553886735186067	0.09499833884964999
20120729	0.025373997426842956	0.008660452766143825	0.01041972451590757
20120730	0.2479181444562556	0.30966927478755707	0.32798870383272444
20120731	0.2870712472513101	0.3785082445288661	0.3667525198709594
20120801	0.230676003539664	0.36457265889873447	0.32121950538595234
20120802	0.22005562815873134	0.23166228329403607	0.1901627791875147
20120803	0.1023916287026764	0.17772520532847513	0.1236486091977563
20120804	0.05715196689555194	0.08899894140086041	0.040487496127203815
20120805	0.04834848131489601	0.07938370897270058	0.03850957124772633
20120806	0.32002039725975184	0.26905957398956576	0.3407357920495916
20120807	0.15073489763271902	0.12129230850936977	0.10135603040526564
